;review_text;sentiment;price;service;food
7980;all i could taste was onion;;;;
7981;onion;;;;
7982;like eating a clumpy mouthful of onion;;;;
7983;horrid;;;;
7984;the pad thai had dry pieces of chicken and zero seasoning;;;;
7985;awful;;;;
7986;crap;;;;
7987;waste of $17;;;;
7988;never be back;;;;
7989;they cannot produce thai food that is worthy;;;;
7990;instead of driving back to the place to return this;;;;
7991;i'm writing this review;;;;
7992;stay away;;;;
7993;should have gone to thai plates or tried another place;;;;
7994;these guys were the only ones open at the time i wanted food;;;;
7995;bad decision;;;;
7996;stay away;;;;
7997;headed to the fridge to eat crackers and cheese;;;;
7998;ticked;;;;
7999;i dined at p;;;;
8000;'s last weekend;;;;
8001;i had heard many great things about their food and service so i had to check it out;;;;
8002;i like the atmosphere of the restaurant and that they have a little pseudo patio as well;;;;
8003;it was nice sitting out there and people watching all of the crazy people who come through the forum shops;;;;
8004;our server was very friendly but did seem a little awkward and didn't make a lot of eye contact;;;;
8005;his recommendations were spot on and we enjoyed all of our food;;;;
8006;i over heard other servers asking tables where they were from and it was a little overboard;;;;
8007;every person who came to a table asked that question;;;;
8008;the poor table next to us must've answered 15 times;;;;
8009;here is a little tip;;;;
8010;if the hostess asks she should then communicate it to the server;;;;
8011;"so when the server approaches the table he/she can say ""hey i heard you are visiting from ____ welcome!"" much more personal";;;;
8012;anyhow on to the food!!;;;;
8013;we started out sharing the french onion soup a caesar salad and the tater tots;;;;
8014;all were delicious;;;;
8015;the croutons were homemade on the salad and very flavorful;;;;
8016;the soup was served in a litte crock and was very cheesy;;;;
8017;the tater tots were not my favorite in town but they are still good;;;;
8018;they are homemade and served with tomato jelly instead of ketchup;;;;
8019;main course;;;;
8020;i had the delmonico ribeye oscar style;;;;
8021;the steak was done perfectly and the crab meat and bernaise were amazing;;;;
8022;i could barely eat 1/2 of my meat!  my guest had the lobster mac n' cheese which is very different but very delicious;;;;
8023;there was plenty of lobster meat and it was a large portion;;;;
8024;there was spinach mushrooms and other things mixed in which is different;;;;
8025;we had a side of asparagus which was amazing;;;;
8026;cooked perfectly al dente;;;;
8027;"we also had the ""canon"" potato on the side upon recommenation from our server";;;;
8028;i am so glad i tried this;;;;
8029;"it is actually an english food called ""bubble and squeak";;;;
8030;""" mashed potatoes are sauteed with bacon and chopped cabbage and then topped with a cheese sauce";;;;
8031;sounds strange but it was a great combination!  i would go back for that dish alone;;;;
8032;for dessert we shared the fresh apple cobbler topped with cinammon ice cream;;;;
8033;it was warm and delicious like an apple pie fresh out of the oven;;;;
8034;overall i love the place;;;;
8035;they have a raw bar that often has happy hour specials for $1 oysters;;;;
8036;it is not too casual but also not fussy;;;;
8037;everyone is very friendly and welcoming and the food is great!;;;;
8038;we were in need of a home inspection for our one year warranty in our new construction home;;;;
8039;clear view was great;;;;
8040;they were prompt professional and thorough;;;;
8041;they found some small but important safety issues that i would have never found on my own;;;;
8042;i am so glad i turned to them!;;;;
8043;it was my first time here and since i just moved to nevada wasn't sure what to expect;;;;
8044;but the staff is super nie and friendly and latasha did an awesome job with my hair;;;;
8045;rob was awesome!  he met us at midnight right away so we could close on a house the next day;;;;
8046;he saved the day and his price was fair;;;;
8047;he even printed/scanned/and emailed everything back to make it more convenient for us;;;;
8048;we would use him again without question;;;;
8049;ugh here we go;;;;
8050;this is my second time ordering from crepe club through postmates;;;;
8051;both times big let down;;;;
8052;i order through postmates several times a week and rarely ever have any issues so i know it's nothing they could of prevented unless the drivers start sampling the food and drinks before delivery;;;;
8053;i ordered the regular chicken florentine - crepe was cold doughy and undercooked;;;;
8054;it was generously stuffed almost too much;;;;
8055;spinach was fresh but not cooked so it was like eating a salad in my crepe;;;;
8056;the mushrooms clearly were canned precooked mushrooms;;;;
8057;i'm not totally offended by them but when you put a ton in a raw crepe;;;;
8058;not really tasty;;;;
8059;iced latte- there is no option to not add flavoring which is baffling in itself;;;;
8060;flavoring should be a option not a requirement;;;;
8061;given i can't stand sugar filled syrup pretending to be caramel in my coffee in the special notes section i specifically asked no flavoring and add a extra shot;;;;
8062;guess who got a caramel syrup latte?  this girl;;;;
8063;why even have the special requests field if you aren't going to read it? this happened the first time i ordered;;;;
8064;i don't know if they can't see the notes or figure it can be put on postmates;;;;
8065;it's all very confusing;;;;
8066;chocolate croissant- tasty seemed fresh;;;;
8067;nothing special but compared to my $10 crepe and watered down overly flavored latte it shined;;;;
8068;dear management read your reviews;;;;
8069;common theme crepes are undercooked;;;;
8070;if you are going to be so bold to name your establishment after a certain food you best knock it out of the park;;;;
8071;ihop makes a better chicken florentine crepe;;;;
8072;that's shameful;;;;
8073;i gave it two shots both were overpriced let downs;;;;
8074;their space can't seem to keep a business longer than 2 years;;;;
8075;i'll be shocked if they stick around;;;;
8076;i loved the ambiance of this restaurant;;;;
8077;the food was amazing and the service was excellent;;;;
8078;we started with the famous roy's hawaiian martini lobster potstickers for apps scallops and swordfish for our entrees and everything was cooked to perfection;;;;
8079;if you are a dessert lover like i am;;;;
8080;especially cake you must try the pineapple upside down cake served a la mode;;;;
8081;so good!  this was  my first time but i will definitely dine at roy's again!;;;;
8082;today we went to rent a unit and the staff there are very friendly and helpful;;;;
8083;the place it self is very nice kept clean;;;;
8084;thanks a lot al and jeff;;;;
8085;i really wanted to love this place- as it's in my neighborhood beautifully decorated with a clean interior and products;;;;
8086;i stopped in before christmas and received a welcoming tour;;;;
8087;i had to get my nails done last week when i was out shopping so i decided to stop in and see if i needed an appointment or if they could take me;;;;
8088;when i walked in all nail techs were sitting around and there were no customers;;;;
8089;the women at the front was flustered that i didn't have an appointment t when i asked if i could get a gel manicure and when again their were no customers;;;;
8090;never did i feel so unwelcome;;;;
8091;i thought about leaving;;;;
8092;finally they took me;;;;
8093;the nail tech complained about the gel on my nails and how tough it was to get off;;;;
8094;she struggled with it;;;;
8095;1 week post manicure;;;;
8096;3 out of my 10 nails have chipped and need to be redone;;;;
8097;lots of kinks for them to work out;;;;
8098;hopefully they do;;;;
8099;no matter how beautiful a space;;;;
8100;customer service as well as product are everything;;;;
8101;so mary and her husband came out and assembled a few pieces;;;;
8102;some large some small;;;;
8103;all in all they did a very good job and were polite;;;;
8104;i think that we extended the same courtesy;;;;
8105;we actually asked them to come back and do another small job;;;;
8106;we needed fixtures attached to all our cabinets and drawers;;;;
8107;mary quoted me a price which i accepted and we agreed on a date;;;;
8108;on the day they were suppose to come out about an hour before our scheduled time mary texted and told me her husband had a flat tire and that they'd be late;;;;
8109;i told her no problem;;;;
8110;i was ok;;;;
8111;then;;;;
8112;silence;;;;
8113;never heard back from her again;;;;
8114;i texted a few more times to reschedule i asked her if everything was alright i even asked if they were ok? i know mary got my messages because i had gotten read receipts;;;;
8115;she just completely ignored me;;;;
8116;it was all very strange;;;;
8117;so for the work they did i'd rate them a four but for the appointment cancellation and non responsiveness id give them  a zero if i could;;;;
8118;stephen w;;;;
8119;"said "" they're real pros"" i beg to differ";;;;
8120;professionals who own and run their business should always respond to it's customers;;;;
8121;this place gets crowded;;;;
8122;waited 20 min for a table at 12;;;;
8123;30pm during the lunch rush;;;;
8124;it clears out after 1;;;;
8125;30pm no waiting after the lunch rush;;;;
8126;the portions are huge here with the typical deli style sandwiches and bagels;;;;
8127;the bakery has great items too;;;;
8128;great columbian street food place;;;;
8129;a lot of options in the place that it's located but i think we chose right;;;;
8130;we got the hot dogs columbian style empanada and yucca;;;;
8131;all great!!;;;;
8132;love this bubble tea shop! green grotto has a very nice and comfortable atmosphere and definitely a place where you can relax and have a drink;;;;
8133;the drinks here are good and the food as well;;;;
8134;they give out free popcorn which is very unique and cool;;;;
8135;the service was great and the workers were also very kind;;;;
8136;this is a great place to go on a small cute date ~;;;;
8137;i would definitely recommend to a friend!;;;;
8138;had a nice date here with the bae on friday night;;;;
8139;we ordered a couple of pints and enjoyed the vibe of this place overall;;;;
8140;to share we decided on the fried jerk chicken wings which were delicious;;;;
8141;bae ordered the baseball steak and i opted for a soup and salad;;;;
8142;i tried a bite of the steak which was very tasty and the side of smashed/fried red potatoes were oh so good;;;;
8143;i enjoyed my french onion soup and arugula salad as well;;;;
8144;i would return if i was in the area again;;;;
8145;neighborhood bar  & grill featuring volleyball courts and outdoor patio/bar;;;;
8146;atmosphere is great but food is just ok;;;;
8147;wings are best bet;;;;
8148;stay away from steaks;;;;
8149;service is sub par at best;;;;
8150;they are nice but there are a ton of waitresses but they still take forever to wait on you and forget refills etc;;;;
8151;bar is empty most of time during summer when everyone is outside playing volleyball;;;;
8152;being a repeat customer i can honestly say that the service and the communication between parties has not changed! excellent as usual and is never a hassle;;;;
8153;people will definitely have a smooth transaction over here;;;;
8154;shout out to mark who helped me out (again);;;;
8155;always a pleasure to be served with ease;;;;
8156;he explained everything accurately;;;;
8157;this is my definite spot when it comes to car service!;;;;
8158;service was great;;;;
8159;the food was disgusting;;;;
8160;ordered clam chowder and it was barely warm;;;;
8161;then ordered fried shrimp and the shrimp was not deveined;;;;
8162;seriously?! i'm paying $18;;;;
8163;99 for fried shrimp with the poop vein still intact?! ugh;;;;
8164;also ordered plain iced tea and it was frothy and super bitter;;;;
8165;definitely not at all impressed and won't be returning;;;;
8166;worst customer service ever had me waiting  a hour and then skips me never coming back do not go there if you want a haircut;;;;
8167;yikes don't try and get a burrito without meat and cheese you would have thought i asked for the moon!  i was told that the cooks would do it this one time but don't come back on the weekend and expect that to happen again;;;;
8168;how hard is it to remove something from an item;;;;
8169;that has to be assembled anyhow?  our waitress made a huge deal out of it and that we should be pretty grateful they were willing to do it;;;;
8170;bricco is a local junction restaurant that i truly would like to support;;;;
8171;but it confuses me;;;;
8172;there is a meticulous attention to detail about restaurant decor;;;;
8173;however in a couple of visits with friends  one of four in the group wasn't happy with what they selected;;;;
8174;while the other three were thrilled;;;;
8175;is the chef inconsistent or just trying too hard to be creative?;;;;
8176;i am always drawn to a menu with wine pairings;;;;
8177;on new year last though bricco had a menu that didn't flow well and some of the wine pairings just didn't make sense to the point of requesting (and thankfully receiving) a replacement wine;;;;
8178;i would have lost hope except the main was a cut of beef with an italian pairing that was to die for!;;;;
8179;lets hope for more consistency and the locals will fill the room;;;;
8180;located next to the costco near woodbine & hwy 7;;;;
8181;looks like lots of people go for dim sum and grocery shopping without having to move the car;;;;
8182;however unless you take advantage of their early bird pricing (we did not) not that great a place for dim sum;;;;
8183;better quality/price choices are readily available;;;;
8184;our party of four paid $57 all in for 8 so-so dim sum dishes plus a noodle plate;;;;
8185;my wife and i flew out to vegas for the 3-day president's day weekend and my 50th birthday;;;;
8186;i reserved the car on-line at hertz a few days earlier;;;;
8187;a mercedes c-class from the prestige collection;;;;
8188;i selected the reserve this exact model option so that we would get a mercedes;;;;
8189;i also signed up for the hertz gold membership so that our car would be ready for us and we would be able to skip the usually long counter lines at the mccarran airport;;;;
8190;none of these things happened;;;;
8191;our reservation was for 3;;;;
8192;at 2;;;;
8193;48 i received an email confirmation that my car was ready for me and even given a stall # to find the car and license plate # to identify the car and even the color-white;;;;
8194;when we got to the stall there was a car but not the car i had reserved and received confirmation for;;;;
8195;so i explain my situation to a couple of workers that were walking by and they tell me that there was a mercedes there earlier but somebody else got it;;;;
8196;somebody else got it?  it was in a stall reserved for me right?;;;;
8197;ok over to the office to stand in line anyway;;;;
8198;the counter worker tells me there are no mercedes available;;;;
8199;i say i reserved one specifically (choose exact model) one was supposedly waiting for me and i had received an email telling me this;;;;
8200;he tells me he has a better car for me;;;;
8201;a cadillac;;;;
8202;we go out to see the cad and i see a mercedes a white one and i ask for it;;;;
8203;he tells me it's held for someone;;;;
8204;i say yah me;;;;
8205;he says he can't do it;;;;
8206;i ask why not;;;;
8207;he says it's on hold for someone else;;;;
8208;i ask why the car i had on hold went to someone else and he could not explain it;;;;
8209;we look at the cad and he tells me there are two to choose from and i would like it better than the mercedes anyway;;;;
8210;is that why there were 2 cadillacs and 0 mercedes available?;;;;
8211;anyway i agreed to take the cadillac but was left wondering what is so great about hertz and their gold club?  i had to wait in line i did not get the car i reserved and was promised;;;;
8212;time to start shopping around for a new rental car company;;;;
8213;ok i've been living in madison for over a year and had been trying to find a place with decent but inexpensive chinese food;;;;
8214;fugu was ok but overpriced and their delivery is slow;;;;
8215;ichiban seemed just ok;;;;
8216;i've tried others with no luck;;;;
8217;finally i tried double 10 and i'm soooooo happy! it's really good but also way cheaper than anything else i've found in town;;;;
8218;i really liked the garlic sauce they have;;;;
8219;they also had super fast service;;;;
8220;this is my new go to chinese place!;;;;
8221;first time here and everything was amazing;;;;
8222;what a wonderful little gem we found in this place;;;;
8223;looks like not much out front but it's very charming and original in back;;;;
8224;beautiful patio and food was fabulous;;;;
8225;lunch today but we will be back to try more;;;;
8226;breakfast looks incredible;;;;
8227;plus they are detroit tiger fans!  added bonus!!!;;;;
8228;picture homer simpson when he sees something really delicious that he wants to eat;;;;
8229;his eyes close a bit his mouth waters profusely and he makes that mouthwatering gargling sound;;;;
8230;do you have the image in your head?  well that's probably me exactly when i think about eating at jimmy's!  it's so delicious that whenever i think about it i have an instant craving!;;;;
8231;the amount of food you get for the price is unbelievable!  the donairs and shawarmas are so big i struggle to finish one;;;;
8232;even when i'm stuffed to the brim i can't bring myself to throw any away so i always make myself sick by force feeding the remaining wrap into my mouth;;;;
8233;i wouldn't for one second dream of wasting a jimmy donair;;;;
8234;i know that everyone who goes here will all be saying the same thing;;;;
8235;it's so delicious and marvelous that nothing else will ever be satisfying again!;;;;
8236;the first time i went in here i had no clue what i was doing or what i wanted to eat;;;;
8237;lucky for me jimmy was behind the counter serving people and he pointed me in the right direction of something yummy;;;;
8238;he was super friendly and extremely helpful;;;;
8239;don't tell jimmy but i kind of have a little crush on him;;;;
8240;maybe that's why i keep going back;;;;
8241;nah it's because of how fantastic the food is;;;;
8242;besides the donairs and shawarmas they also have a bunch of little desserts you can buy;;;;
8243;there is a whole display of baklava and other yummy looking treats;;;;
8244;along with the food jimmy's is also a great place to go if you want to buy some shisha or hookah pipes;;;;
8245;they have a large assortment of different sizes and shapes and all the flavours that you can imagine smoking;;;;
8246;i seriously love jimmy's so much;;;;
8247;i miss the days when a friend used to live behind the store and we ate there almost everyday;;;;
8248;now i have to go a little out of my way to get there but it's totally worth it every time;;;;
8249;i love jimmy's so much and i'm positive that everyone who goes there loves it too;;;;
8250;it's just one of those awesome finds that everyone in the world should know about;;;;
8251;*insert homer simpson drooling here*;;;;
8252;the repair worked for a short time;;;;
8253;they were to fix the spring;;;;
8254;they repaired the spring seemingly but within the year the arm that pulls the door up broke from the door and i had to pay another charge;;;;
8255;within the year the door would not respond to detaching the arm with the power was out;;;;
8256;now we are over to the next year;;;;
8257;my door tore up!!!  the arm detached a panel was split and the metal folded;;;;
8258;i called the company back and i got the;;;;
8259;you must pay us once again to come out and improperly fix your door;;;;
8260;i called the original overhead door company;;;;
8261;they were more expensive but you get what you pay for;;;;
8262;they repaired the door by reinforcing what the arm was attached to;;;;
8263;what did they say;;;;
8264;the arm was improperly attached that the door and the iron should have never folded like it did;;;;
8265;thankfully my door is still good but needs new panels as they were split and new iron across the bar as it was bent;;;;
8266;pretty bad;;;;
8267;was this place good at one time? for the price i paid i expected something much better;;;;
8268;two kids and an adult on a friday nught;;;;
8269;$86;;;;
8270;unbelievable;;;;
8271;no selection of food;;;;
8272;quality of food sucks;;;;
8273;only thing good was almond bread pudding;;;;
8274;new management sucks;;;;
8275;i used to get my nails done here all the time but now they do a horrible job;;;;
8276;first time eating here;;;;
8277;excellent bagels and i have lived in montreal! lol;;;;
8278;also lots of seating inside;;;;
8279;i had bagel lox and cream cheese and let me tell you it ranks up top with the best of them;;;;
8280;very friendly staff too;;;;
8281;highly recommend and will return;;;;
8282;even though a few flavours have been hit or miss for me here (maple was meh and there was a weird aftertaste to mint chocolate chip) i still look forward to trying flavours out from here because when the flavour is right on it's amazing;;;;
8283;i went to pep boys at 6pm on the saturday of thansgiving weekend when everything else was closed;;;;
8284;so first off the store hours and accessibility in times of need was awesome;;;;
8285;herold was the customer services rep who helped us out and he was a very very big help;;;;
8286;he got everything done and really understood the urgency of the problem (i had to drive 550 miles to sc the next day);;;;
8287;he was delightful to talk to and was very patient and understanding as well;;;;
8288;dustin was the technical rep who handled my case and was very helpful as well;;;;
8289;he really understood my budget limits and had very affordable solutions to my problems;;;;
8290;i would rate these guys 5 stars because of the professional friendly and understanding way in which they handled the matter;;;;
8291;oh and we were also able to get big discounts on parts and labor which is always awesome;;;;
8292;thank you so much pep boys (especially herold and dustin) noone else has ever responded to an sos call like you did;;;;
8293;a hidden gem! initially i thought this was a drive thru coffee stand;;;;
8294;to my surprise they serve breakfast lunch dinner and happy hour;;;;
8295;an adorable pet friendly patio that was busy what look like with local patrons;;;;
8296;inside tables and bar seating;;;;
8297;cozy fit and counter service for lunch;;;;
8298;check out the unique bathroom;;;;
8299;the entire staff was extremely friendly and going the extra mile to make every guest welcome;;;;
8300;great location and nice employees;;;;
8301;one of their managers kevin helped us one time and he was incredibly knowledgeable about the item we were looking for as well as the layout of the store;;;;
8302;it was great!;;;;
8303;this place was really small but i loved it it was comfortable and a friendly environment;;;;
8304;the kitchen is right there its amazing you can see what they are doing the only thing that could be off putting is that this is arizona and it is summer so watching from the kitchen bar can get pretty warm but then just don't sit there;;;;
8305;my good friend loves the place and found it a few years before;;;;
8306;so he recommended a few things we had a bottle of riesling with our baked bree and blackberry (i think it was jam) it was amazing;;;;
8307;truly and i am very particular about the types of cheese i'm okay with (food allergies);;;;
8308;we were just catching up so we didn't decide immediately that we would stay for dinner but why not i choose the pasta with lobster in an amazing carrot butter sauce and he had the standing shepard's pie you have to see it to believe how amazing it is;;;;
8309;our food was amazing we had a second bottle of wine which was also amazing and although my friend finished all of his food i've never been able to finish a full plate of pasta in one sitting so i brought some home;;;;
8310;i actually ate the left overs which is unlike me;;;;
8311;the owner talked to us for a bit he was really helpful talked to me a bit about my emerging interests in making wine/beer and different outlets that would be helpful and reasonably priced;;;;
8312;i didn't expect that it was really nice of him to talk about their wide selection of wines beers and other interesting concoctions;;;;
8313;i wish that i had more time to try a couple of them;;;;
8314;i will have to go back sometime soon;;;;
8315;i initially passed the place up since it is nestled in a typical strip mall off next to a kinko's just off rural road on e university;;;;
8316;i was meeting a friend for a quick inexpensive and hopefully tasty pre-movie dinner at the valley art theater on mill;;;;
8317;"the decor was what i would call the ""basic no frills cafeteria like set up"" that can be found in many indian and thai restaurants i have frequented";;;;
8318;practical and comfortable;;;;
8319;the staff was friendly and welcoming and the menu had typical indian fare;;;;
8320;we shared the appetizers the garlic naan and vegetable samosas both were an enjoyable beginning;;;;
8321;i love eggplant so my go to order is the baingan bharta with rice and that is what i had;;;;
8322;it was delicious i ordered it mild and it had just the right amount of kick;;;;
8323;i restrained myself from not devouring the whole meal and saved enough to take home for a full meal;;;;
8324;as expected the meal was a great value of $20 with tip;;;;
8325;not bad for two healthy meals;;;;
8326;when i am craving indian and over near mill i will return to the delhi palace again;;;;
8327;namaste;;;;
8328;i have ordered from here 5 times;;;;
8329;each time a different sandwich;;;;
8330;greasy soaked texas style toast and bland as ever;;;;
8331;they could have put anything on it to be honest it tasted like hot grease;;;;
8332;perfect for those who like indigestion and stomach pain;;;;
8333;over-hyped restaurant not worth the visit;;;;
8334;this place rocks my world!!!! the servers are super friendly and the food is fantastic;;;;
8335;i come here about 2 times a week and am extremely satisfied every time;;;;
8336;they have a great happy hour too! denise and maggie are the best!;;;;
8337;holy crap what's with the bad reviews? i can't believe that this is the same place we ate dinner at last night!;;;;
8338;we came around 5 pm ans sat on the patio;;;;
8339;we had several servers come and ask if we were ready to order but we weren't;;;;
8340;we wanted fried calamari and also some hot apps but the hot platter for 2 only had the grilled calamari;;;;
8341;our server was nice enough to substitute the fried calamari for us at no extra charge;;;;
8342;i had a glass of nice refreshing greek white that hit the spot;;;;
8343;the greek salad we had was super fresh and crunchy with a perfect dressing and just the right amount of feta;;;;
8344;the platter had 2 dolomades that were very good and had a nice mint flavour behind the grape leaf;;;;
8345;the house made sausage had loads of lemon zest in it and was exceptionally flavourful;;;;
8346;spanakopita was flaky buttery and delicious and the octopus was nice too;;;;
8347;i have to say that the calamari was not as tender as i would have expected but it wasn't terrible;;;;
8348;they also brought us some delicious hummus that was made with fresh chickpeas;;;;
8349;they also brought a nice helping of yummy tatziki on a plate;;;;
8350;the service was exceptional and we rarely waited for anything we needed;;;;
8351;our server asked my boyfriend if he wanted another diet coke she cleared our cutlery from the greek salad and replaced it when our platter came;;;;
8352;maybe it was a fluke but we had an absolutely great little nosh and i'd come back again anytime;;;;
8353;not the chipotle it used to be compared to couple years back;;;;
8354;they are stingy with everything now;;;;
8355;i barely come here anymore it used to be 2-3 times a week;;;;
8356;step it up you are a big franchise now;;;;
8357;love this hidden gem!  the food is excellent well-presented and affordable;;;;
8358;i have tried the kiss taco kiss papa taco and kiss salad;;;;
8359;all delicious!!;;;;
8360;active renter manages all my property in phoenix/scottsdale;;;;
8361;i chose them over several other companies because they are honest hard-working individuals who operate their business with integrity and professionalism;;;;
8362;they manage my property so well i never have to worry about the details;;;;
8363;and as an out-of-state property owner i don't want to worry and have extra hassles!  they take care of everything every step of the way;;;;
8364;their communications are clear concise timely and professional;;;;
8365;i will never switch and go to another company because i am so convinced i am getting honest and impeccable service from active renter at a very reasonable cost;;;;
8366;as for the tenants who are complaining i am hard-pressed to believe that rich and the entire active renter crew have treated anyone poorly or have not serviced rentals in a timely manner;;;;
8367;there are also people who tear up property (not their property!!) and then complain when they get billed for all the damages;;;;
8368;these are probably the same tenants who punch holes in dry wall steal furnaces (who does that!?!?!?!) damage landscaping tear up concrete driveways etc;;;;
8369;#NAME?;;;;
8370;it's said that people who have negative comments are much more likely to post a review than people with positive comments - on a 9 to 1 basis!  so for every complaint remember there are dozens hundreds perhaps even thousands of individuals who have wonderfully positive things to say about active renter but just don't take the time to post a review;;;;
8371;from either the property management or the leasing side i don't think you'll get better service anywhere than active renter provides;;;;
8372;i would recommend them - without reservation - to any family member friend and/or colleague;;;;
8373;they are the best in the business and their high rate of growth is proof positive they are the best property management company around;;;;
8374;you can't go wrong with active renter;;;;
8375;they are the real deal;;;;
8376;if i could give them 10 stars i would!  they are that awesome!;;;;
8377;and i just have to add that the individuals who are posting negative comments sound childish and immature in their reviews;;;;
8378;resorting to name-calling (snake with legs!?!?!?!?!) and foul language is a sure sign of someone throwing a tantrum when asked to be accountable for their actions;;;;
8379;look at their other reviews and you might see a pattern;;;;
8380;great beer;;;;
8381;matt cole has matured into a great craftsmen;;;;
8382;food is pretty good overall;;;;
8383;smokehouse wings are the best in c-town;;;;
8384;the brewben is one of the best sandwiches i've ever had;;;;
8385;the root beer floats are an old timey treat for desert;;;;
8386;giant portions,be warned;;;;
8387;very pleased with everything i've bought here;;;;
8388;scallops salmon halibut trout;;;;
8389;the owner provides great customer service;;;;
8390;they just started carrying low acid coffee which we used to have to buy from trader joes in chicago;;;;
8391;ask to receive the fish and meat emails;;;;
8392;it's pretty rare for me to write fast food reviews;;;;
8393;but considering i have always have superb experiences it's only fair to give them the credit they deserve;;;;
8394;as far as i know until now vegas only had one freddy's location;;;;
8395;i was stoked to find out the new one was opening near me;;;;
8396;for me fast food consists of maybe 5 places- and this is one of them;;;;
8397;they serve steak-burgers so it may cost more than average but not by much;;;;
8398;you can get 2 different styles of burgers;;;;
8399;a freddy's burger that comes with pickle mustard and onion;;;;
8400;(my preference) or a california burger;;;;
8401;"same meat but this one comes with lettuce tomato onion and a ""freddy's sauce"" which is your typical thousand island fry sauce spread etc";;;;
8402;they also offer chicago style hot dogs grilled chicken sandwiches and desserts;;;;
8403;the service is always without a doubt amazing;;;;
8404;they train the employees well and it shows;;;;
8405;good quality good prices and good people;;;;
8406;do yourself a favor and skip wendy's mcdonald's and for sure pass by the taco bell next to this place you won't regret it;;;;
8407;this gold's is a pretty good gym;;;;
8408;for the price;;;;
8409;i just have the cheapest membership which is all i need;;;;
8410;when you join they do snake a few charges on you that you don't expect but everybody who gets your credit card does that nowadays don't they? basic membership probably comes out to around $170 a year and that's not bad at all;;;;
8411;i've been to this gym around 40 times in the last couple of months;;;;
8412;i've never seen any member nor staff clean the equipment so make sure you wipe down before your set;;;;
8413;they do have staff clean the facility empty trash fix broken equipment which is the way it should be;;;;
8414;the gym gets very crowded at times i think the local football team got a discount to workout there lol;;;;
8415;"so yeah on weeknights there's a bunch of high schoolers ""working out"" their smartphones trying to be cool in front of their friends";;;;
8416;still when it's super crowded i can usually get my workout in i just have to be flexible and creative;;;;
8417;if the place was empty it'd be really boring so there's always a positive spin to everything;;;;
8418;almost everybody behaves and they're willing to share equipment;;;;
8419;there's no problem with the staff they are definitely friendly which is a big plus;;;;
8420;overall i give this gym 3 stars;;;;
8421;it's a good gym with a lively atmosphere and you can get your workout in with relative ease;;;;
8422;i'd give it a higher rating if they(somebody/anybody) cleaned the equipment and if they didn't sneak all those charges within the first couple of weeks;;;;
8423;you just know they'll add some hidden charges at the end too;;;;
8424;i'd come here for dinner before and had a great meal but closer to when it first opened;;;;
8425;this time i tried lunch and did not have as wonderful of an experience;;;;
8426;i ordered the antipasto to start and it was served in a bowl almost as a salad on greens;;;;
8427;it had about 3 very small pieces of italian sausage 2 thin slices of prosciutto just grilled zucchini as far as grilled vegetables and was mostly greens;;;;
8428;this was not at all a good value for the money or what i expect when i order antipasto;;;;
8429;i ordered the gnocchi a la trio for my entree which was an item with a description that sounded amazing;;;;
8430;however the sauce was way too thin and the whole meal was fairly bland;;;;
8431;which is especially odd since it was supposed to be a gorgonzola cream sauce which i expected to be very flavourful;;;;
8432;on another note the manager/possible owner who was walking around seemed to run the place with an iron fist and simply not be a very nice person;;;;
8433;"at one point i heard him chew out a chef about how ""when i say something that's it";;;;
8434;there's no discussion;;;;
8435;""" interestingly he checked in with us mid-meal and was very friendly but his repor with his employees did not put be at ease and i'm less likely to visit a place because of that";;;;
8436;i've rated trio 3* which is actually pretty generous considering my experience;;;;
8437;however the waiters were very kind and attentive and the dessert was delicious (tiramisu);;;;
8438;that coupled with my original visit mean i'll probably try this place out at least one more time to see if i just caught them on a bad day;;;;
8439;no stars;;;;
8440;yes no stars;;;;
8441;(the app made me select one to post) the complete bs i just witnessed as a customer left me with a real stale taste in my mouth;;;;
8442;this is the first dine in experience where the stale taste wasn't caused by the food;;;;
8443;i went with my family to this location for lunch;;;;
8444;the place was busy which is exactly what any good store manager would want;;;;
8445;however a good store manager would also want their customers leaving there location feeling respected valued & fully satisfied with their dine in experience;;;;
8446;our experience started out great but it slowly showed signs that it was headed down hill when our burgers came to the table before our salads and shakes;;;;
8447;we usually frequent the parmatown location;;;;
8448;they seem so much more professional;;;;
8449;when our shakes were delivered to the table the chocolate shake made it to the table but the strawberry banana shake was poured into my wifes lap;;;;
8450;as you can imagine this feels great in an air conditioned room while wearing shorts;;;;
8451;the shake poured straight down my wifes bare leg into her shoe and onto the floor;;;;
8452;"my wife received a borage of ""i'm sorry!""s which is awesome and conveys how the workers were feeling at the time";;;;
8453;the most important question or worry during this situation is #1 how does the customer feel? #2 how can we help them? #3 what can we do to rectify the situation? in retrospect all we received was late food apologies wet pants napkins and a bill to pay for it all;;;;
8454;yes a bill! the manager came over attempting to offer apologies and a mop;;;;
8455;not once did she offer a solution to rectify my wifes ruined clothes and meal;;;;
8456;i as her husband had to speak up and ask for some type of resolution;;;;
8457;some people have the knack to be a store manager while others just don't;;;;
8458;this type of manager is what i commonly refer to as a floater;;;;
8459;floaters are managers who do just enough to maintain current numbers and current status quo;;;;
8460;they really have no talent or abilities which are beneficial to improving the overall profitability or running of the store;;;;
8461;when this location implements points #1,#2 &#3 they will be taking a step in the right direction;;;;
8462;it is needless to say that we won't be back anytime soon nor recommending it;;;;
8463;i had heard that this place has very good breakfast with quality ingredients and low prices;;;;
